elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
651.9,3540,1139.15,39.19
652.9,3540,1139.15,39.19
653.9,3540,1139.15,39.19
654.9,3560,1139.15,39.19
655.9,3560,1139.16,39.19
656.9,3560,1139.16,39.19
657.9,3580,1139.16,39.19
658.9,3580,1139.16,39.19
659.9,3580,1139.16,39.19
660.9,3580,1139.16,39.19
661.9,3600,1139.16,39.19
662.9,3600,1139.16,39.19
663.9,3600,1139.16,39.19
664.9,3620,1139.16,39.19
665.9,3620,1139.16,39.19
666.9,3620,1139.16,39.19
667.9,3620,1139.17,39.19
668.9,3640,1139.17,39.19
670.0,3640,1139.17,39.19
671.0,3640,1139.17,39.19
672.0,3660,1139.17,39.19
673.0,3660,1139.17,39.19
674.0,3660,1139.17,39.19
675.0,3660,1139.17,39.19
676.0,3680,1139.17,39.19
677.0,3680,1139.17,39.19
678.0,3680,1139.17,39.19
679.0,3700,1139.17,39.19
680.0,3700,1139.17,39.19
681.0,3700,1139.17,39.19
682.0,3700,1139.17,39.19
683.0,3720,1139.17,39.19
684.0,3720,1139.17,39.19
685.0,3720,1139.17,39.19
686.0,3740,1139.17,39.19
687.0,3740,1139.17,39.19
688.0,3740,1139.17,39.19
689.0,3740,1139.17,39.19
690.0,3760,1139.17,39.19
691.0,3760,1139.17,39.19
692.0,3760,1139.17,39.19
693.0,3780,1139.17,39.19
694.0,3780,1139.17,39.19
695.0,3780,1139.17,39.19
696.0,3780,1139.17,39.19
697.0,3800,1139.17,39.19
698.0,3800,1139.17,39.19
699.0,3800,1139.17,39.19
700.0,3820,1139.17,39.19
701.0,3820,1139.17,39.19
702.0,3820,1139.17,39.19
703.0,3820,1139.17,39.19
704.0,3840,1139.17,39.19
705.0,3840,1139.17,39.19
706.0,3840,1139.17,39.19
707.0,3860,1139.17,39.19
708.0,3860,1139.17,39.19
709.0,3860,1139.17,39.19
710.0,3860,1139.17,39.19
711.0,3880,1139.17,39.19
712.0,3880,1139.17,39.19
713.0,3880,1139.17,39.19
714.0,3900,1139.17,39.19
715.0,3900,1139.17,39.19
716.0,3900,1139.17,39.19
717.0,3900,1139.17,39.19
718.0,3920,1139.17,39.19
719.0,3920,1139.17,39.19
720.0,3920,1139.17,39.19
721.0,3940,1139.18,39.19
722.0,3940,1139.18,39.19
723.0,3940,1139.18,39.19
724.0,3940,1139.18,39.19
725.0,3960,1139.18,39.19
726.0,3960,1139.18,39.19
727.0,3960,1139.18,39.19
728.0,3980,1139.18,39.19
729.0,3980,1139.18,39.19
730.0,3980,1139.18,39.19
731.0,3980,1139.18,39.19
732.0,4000,1139.18,39.19
733.0,4000,1139.19,39.19
734.0,4000,1139.2,39.19
735.0,4000,1139.2,39.19
736.0,4020,1139.21,39.19
737.0,4020,1139.21,39.19
738.1,4020,1139.21,39.19
739.1,4040,1139.21,39.19
740.1,4040,1139.21,39.19
741.1,4040,1139.21,39.19
742.1,4040,1139.21,39.19
743.1,4060,1139.21,39.19
744.1,4060,1139.21,39.19
745.1,4060,1139.21,39.19
746.1,4080,1139.21,39.19
747.1,4080,1139.21,39.19
748.1,4080,1139.21,39.19
749.1,4080,1139.21,39.19
750.1,4100,1139.21,39.19
751.1,4100,1139.21,39.19
752.1,4100,1139.21,39.19
753.1,4120,1139.21,39.19
754.1,4120,1139.21,39.19
755.1,4120,1139.21,39.19
756.1,4120,1139.21,39.19
757.1,4140,1139.21,39.19
758.1,4140,1139.21,39.19
759.1,4140,1139.21,39.19
760.1,4160,1139.21,39.19
761.1,4160,1139.21,39.19
762.1,4160,1139.21,39.19
763.1,4160,1139.21,39.19
764.1,4180,1139.21,39.19
765.1,4180,1139.21,39.19
766.1,4180,1139.21,39.19
767.1,4180,1139.21,39.19
768.1,4200,1139.21,39.19
769.1,4200,1139.21,39.19
770.1,4200,1139.21,39.19
